	NG.16677_M53_iso_preg_placenta_lib271061_6029_8_1	NG.16677_M55_aly6g_preg_placenta_lib271064_6029_8_1	NG.16677_M56_aly6g_preg_placenta_lib280131_6085_1_1	NG.16677_M62_iso_preg_placenta_lib271062_6029_4_1	NG.16677_M63_aly6g_preg_placenta_lib280132_6085_1_1	NG.16677_M65_iso_preg_placenta_lib280130_6085_1_1
9143	532	428	677	541	871	825
9144	475.999	594	829.011	557	867.001	794.999
9145	753.891	615.799	758.962	827.894	1142.981	1271.66
9146	806	524.001	836	738	885.998	1358.999
9147	0	0	0	0	0	0
9148	2	1	1	3	5	4
9149	482	818.855	813	595	963.65	700
9150	556.224	564.473	671.195	1230.118	1180.851	1354.413
9151	218.001	135	326.006	266.578	278.001	287
9152	459.136	463.116	634.789	508.165	991.439	673.056
9153	0	0	0	0	1	0
9154	190	111	259	109	123	153.388
9155	326.001	155.999	280	212.001	452	394
9156	2171	2460	3195.999	2053.999	2899	2900.999
9157	1537	843	2481	1683	3207	2970
9158	431.75	537.821	640.099	494.698	579.643	533.867
9159	190.997	159.443	212.362	261.167	167.984	677.359
9160	478.143	524	451.001	504.999	630.999	1209.999
9161	324.303	474	533.36	479	536.002	570.246
9162	46	25	47	24	50	50
9163	210.562	250.398	327.876	238.894	368.618	327.533
9164	154	100	197.752	161.819	161.001	282
9165	0	2	0	0	0	0
9166	610.003	303	655.007	610	975.02	1043
9167	81.736	84.136	107.385	107.681	101.911	121.821
9168	1029.999	998	1370	1029.346	1427.999	1556
9169	225.006	106.999	200.555	177.862	262.736	314.137
9170	2152	1772.999	2669.999	2311	3455	3079
9171	77	74	72	91	51	279.999
9172	0	0	0	0	0	0
9173	168	183	245	208	201.001	286.999
9174	1744.001	1216.994	2111	1958	2607	2474
9175	10448	5032	11319	8737	14330	15800
9176	375.612	474.275	504.101	528.124	670.235	608.653
9177	576	360	418	415	471	908
9178	1280	965.999	1544.001	974	1770	1625
9179	4	3	2	2	1	0
9180	2	3	4	4	5	2
9181	2918.7	1941.369	4128.216	3361.78	4906.214	5529.221
9182	613.384	602.434	870.465	811.392	828.806	1054.095
9183	130	105	194	156	233	163
9184	430	304	437	337	599.004	355.989
9185	48	41	116	78	131	79
9186	0	0	0	2.295	1.207	0
9187	0	0	0	0	0	0
9188	39	22	75	61	65	85
9189	12	5	4	20	6	20
9190	205	88	198	121	290.999	289.999
9191	2	1	1	0	0	0
9192	991.334	1339.356	2285.925	1245.875	1777.968	1522.114
9193	1	0	0	0	0	0
9194	345	454	445	505	599	748
9195	0	0	0	0	0	0
9196	61.58	146.372	128.615	125.007	194.643	111.343
9197	168	183	221	201	374	310
9198	114	97	54	56	69	74
9199	2955.911	2660.677	3507.956	2485.862	4127.664	4579.173
9200	320.001	375.001	452	296.001	477	313
9201	970.637	514	954.484	794.412	1258.69	1220.672
9202	26	48	37	56	32	71
9203	209	135	220	181	403	289
9204	0	0	1	0	1	0
9205	205	231.999	366	216.999	279	247
9206	277	181	256	306	363	512
9207	9	6	13	8	21	11
9208	1100.001	785	1485	1066.999	1600	1813
9209	39	43	56	42	76.999	76
9210	505	315	743	392	715	486
9211	185	122	201	167	277	294
9212	550.999	541.999	811	595	869	869
9213	1842	1967	2995.999	2149	3672	2521
9214	188	251	269.001	250	331.784	320
9215	2912.999	1382	3320	2337	4278	4663
9216	1358.259	441.583	1073.221	744.709	1600.84	1586.707
9217	1251.517	2105.248	2251.161	1725.36	1633.306	2403.7
9218	41	10	13	60	8	151
9219	111	99	184	116	168	166
9220	6	3	4	1	4	2
9221	212.466	256.001	232.263	293	167.12	589.073
9222	919	657	1184	918	1482	1480
9223	436	383	603	434	762	727
9224	993	806	1294	1082	1754.001	1366
9225	10	3	6	8.514	12	38.724
9226	3437	4016	5176.709	3527.001	6018.999	4623
9227	0	0	0	7	0	2
9228	0	0	0	0	0	0
9229	346.055	298.16	485.34	362.775	728.746	519.746
9230	1337	961	1568.001	1143	1842	1869
9231	430.001	526	921	539	610	649
9232	97	134	157	114	144	147
9233	200.25	68.062	133.068	165.156	176.187	334.326
9234	385.887	232.545	467.129	391.039	689.055	611.89
9235	353	335	493	369	486	545
9236	4	3	14	0	4	1
9237	1342	1139	1692	1238.332	1836.169	1852
9238	49	54	84	24	50	44
9239	3125.999	3647.001	4800	4302.001	4244	5647.999
9240	1348.999	1061	1597.001	1235	1799	2096.001
9241	0	0	0	0	3	1
9242	252.966	144.378	221.773	271.084	323.413	790.717
9243	311	200	275.999	294	421	449.001
9244	364.005	316	501.027	350.003	608.185	541.017
9245	495.531	420.243	532.803	476.795	729.792	808.874
9246	960.843	693.663	1307.389	718.148	1275.199	1105.855
9247	127	94	165.113	139	168	171
9248	0	0	0	0	0	0
9249	525	327	615.001	612.014	824.999	934
9250	834.553	742	929.934	1135	1194.442	2004
9251	1495	1030	1564	1545	1959	2908.999
9252	1009	612	958.001	742	1439	1413
9253	514	232	760	549.093	1082	982
9254	711	782	1064	832	1092.998	1013
9255	2	13.658	7.576	9.346	4.009	16.756
9256	227.999	325	350	285.001	292	359.999
9257	421.735	429.698	629.347	427.582	637.893	615.381
9258	224.947	251	455.999	282.999	468.002	450
9259	155	168	169	307.001	148	348
9260	135	184.001	232	136.999	193	190.711
9261	1087.197	593.999	1208	816.004	1431.006	1483
9262	181.468	149.195	232.55	206.122	239.366	250.339
9263	160.267	188.031	187.512	236.004	461.68	250.949
9264	852	236	706	434	1069	592
9265	276.452	233.315	449.301	359.596	566.675	535.183
9266	61	65.004	60	67	117.005	112.002
9267	114	127	176	192	194	231
9268	880	737	1415	780	1383.999	1066
9269	327	231	468	238	639.999	533.999
9270	1120.999	1594.235	1889.655	1472	1570.324	1828.176
9271	767	437	909	699	1042	1156
9272	66	69	105	55	103.001	101
9273	4798.027	2713	6135.999	3996.808	7741.213	6782.372
9274	103.923	151.767	187.433	164.363	201.154	198.266
9275	1147.25	570.425	1226.555	844.549	2474.71	1882.443
9276	3.586	2.452	1	3.818	3.004	4.013
9277	3099	1779	3172	2296.001	3883	4146
9278	0	0	0	0	0	1
9279	127	54	155.001	124	232	178
9280	96	87	68	107	111	98
9281	0	3	2	0	3	1
9282	1	1	0	0	0	0
9283	411.469	246.05	366.883	275.843	514.412	724.628
9284	1464.998	1267.001	1714.011	1183	2024.018	1928.997
9285	86	89	45	113	4	212
9286	113.999	135.999	237.975	160	198.797	208.133
9287	277	142	351	257	361.001	452.001
9288	2374	2178	2575.418	2034.999	3228.999	3419
9289	486	635.001	907.999	692	733.001	779
9290	7.002	0	2.412	6.016	7	10.014
9291	501	489.001	983	578	968	720
9292	151.415	227.717	245.184	247.936	234.028	288.936
9293	1369.999	832	1527.999	1279.001	1909.002	2308.001
9294	1031.999	712	1226.001	1119	1665.001	1663.002
9295	5.004	7.617	0	0	2	3.441
9296	13.018	3.027	13.601	19.482	27.444	15.171
9297	1007.388	552.008	840.723	1085.086	785.961	2536.537
9298	2	3	4	14	2	14
9299	402.001	211	545	174	231	367
9300	1077.153	1403.302	1480.688	1136.747	1809.952	1867.003
9301	381	577	568	702	535	714
9302	404	332	467.001	492	520.003	821.001
9303	53.036	53.038	44	57.151	52.029	178.129
9304	120.712	94.154	175.01	70.127	120.179	97.556
9305	3	2	2	5	3	7
9306	1323.714	1294.782	1757.486	1628.413	2458.138	2307.027
9307	1464.011	984	1504.479	1156.104	2966.002	1765.87
9308	43.535	51.179	51.087	63.033	57.138	147.262
9309	8	3	1	5	10	3
9310	63.321	18.077	28.154	19.813	46.181	111.547
9311	1571	1108.001	2095	1546	2371.822	2336
9312	200	94	202	139	344	286
9313	549	553	671	517	669	820
9314	607	493	681	767	684	1463
9315	104.037	63	106	81	139	123.009
9316	0	0	0	0	2	1
9317	0	0	0	0	0	0
9318	28	38	65	57	69	60
9319	603.001	537	679.002	505.814	778	796
9320	193.915	169.583	187.153	197.315	303.751	333.594
9321	125.98	118.783	120.793	123.417	182.815	208.042
9322	1362	641	1399.001	935	1798	1868
9323	4	5	1	2	3	3
9324	2907.679	1390.821	3502.802	2514.772	4999.524	3360.452
9325	3088.999	2983	3698	2934.002	3671.002	3498.001
9326	1150.001	483	672.001	836.001	176	3993
9327	717.371	442.164	829.693	483.91	1092.268	864.261
9328	465.077	622.115	864.869	547.98	860.84	713.614
9329	291	301	316	291	394.303	568.001
9330	127	54	180	86.001	146	125
9331	362	321	517	396	609.999	558
9332	17	10.04	10	24.965	5	50
9333	624	579	842	613	925	955
9334	760	353.042	673.786	470.109	1014.52	1186.817
9335	179.001	137	268	186	228	270
9336	47	31	67	27	76	39
9337	47	38	45	73	37	146
9338	341	345	632	310	592	355.001
9339	202	78	155	142	169.001	327
9340	0	2	0	3	0	2
9341	478.09	402.002	545	440.001	691	609
9342	6	3	18	6	4	10
9343	1661	1793.001	2261	1830	2835.001	2550
9344	427.995	480.543	560.973	554.999	443.982	788.645
9345	150.074	132.873	204.443	159.289	235.835	161.453
9346	195	261	233	199	228	274
9347	0	0	0	0	0	0
9348	361	545	650	493	552	639
9349	23	30	74	48	30	41.418
9350	185.756	194.982	277.216	218.236	273.807	272.363
9351	27	26	36	28	43	32
9352	627	494	543	409	701	676
9353	141	251	399.966	251.964	301	344.974
9354	434	182.878	384	267.876	453.999	408.008
9355	32	33	26	23	45	52.001
9356	613.999	361.001	681	480	816	925
9357	0	0	0	0	0	1
9358	312	314.942	384.774	311.59	433	393.7
9359	0	0	0	0	0	0
9360	21	25	35	30	35	23
9361	302.13	330.615	432.332	420.037	441.271	602.473
9362	1189.001	1227.999	1285.999	960	2008	1479.999
9363	306.999	278	424.999	276	408.999	443.987
9364	449	121	251	312	339	1499.999
9365	1791.268	2370.367	2823.121	2279.001	2744.286	3516.847
9366	0	0	0	0	0	0
9367	689.867	512.298	836.485	661.041	1147.246	997.828
9368	10	2	6	13	7	9
9369	999.819	593.001	1277.259	926	1495.002	1451.826
9370	316.999	235	390	309	463.001	352
9371	1523.398	1648.107	2135.483	2013.692	2240.743	2660.454
9372	385.998	300.001	524	360	655.999	613
9373	1	0	2	1	2	3
9374	17.719	11.998	18.999	17	8.001	14.001
9375	3233	1395	1315	3504	161	13977
9376	406317.478	591912.246	744070.722	391517.415	464993.359	533337.851
9377	0	0	0	0	0	1
9378	613.079	970.274	1062.316	920.549	900.561	1108.184
9379	0	1	2	2	4.228	5.053
9380	1	0	1	0	0	1
9381	0	0	0	0	0	0
9382	38.387	10.272	24.272	14.148	12.136	31.55
9383	1	3	7	6	6	6
9384	299.02	248.822	244.06	289.268	374.013	695.379
9385	435.999	455	641	577	825	506.001
9386	3348	1386	1552	3611	205	13956.996
9387	221.877	308.979	357	310.239	397.767	382.001
9388	1449	794	1980	1260	2051	2189.277
9389	45	36	25	56	96	54
9390	2786.999	1193.001	3953	2142.999	3776	3271.001
9391	135	157	247.999	149	235	182
9392	110.937	112.196	169.937	90.876	195.94	182.359
9393	2142.193	1933	3180.253	2008.015	3126.23	2962.093
9394	0	0	0	0	0	0
9395	329	235	528	306	571	412
9396	531.909	362	593.001	329.224	665.828	614.401
9397	81	77.001	138	122	198.999	167
9398	93	73	132	101	106	148
9399	429.063	340.235	581	396.032	691.03	613.038
9400	135	100	234	240	179	252
9401	2040	3015	3333.999	2640.975	3032	3000.984
9402	1434	1328	1996	1390	1877	2020
9403	499	592.001	743.001	678	736.875	760
9404	729.723	764.578	860.347	734.621	725.99	1377.233
9405	3215	2151.999	3991	2507	3710	3243
9406	932	1532	1586	1246	1186	1379
9407	1692	2414	2791	2196	2457	2766
9408	997.33	440.49	977.963	687.323	1184.594	1494.582
9409	19	11	19	19	24	36
9410	94.946	86.442	135.313	78.624	220.567	92.496
9411	70.999	39	57	96	88	172
9412	1540	1130	1896	1557	2278	2767
9413	1138	968	1261	1090	1632	2086
9414	1395	1281	2131	2111	3127	3135
9415	108.089	91	179.423	92.015	153.991	157.877
9416	24	30	29	14	28	18
9417	371	200.001	347.999	317	472	542
9418	56	26	26	41	86	66
9419	20	51	11	45	32	46
9420	13.034	11	16	14	19	9
9421	173	303	301	296	337	333
9422	73.611	102.077	172.038	114.022	122.417	146.598
9423	0	3.043	1	3.005	1	3.969
9424	176	213.307	273.397	209.001	273.893	267.043
9425	93	71	111.825	151	152.999	174
9426	7	2	12.001	21.001	19.001	24
9427	667.481	489.001	868	592	985.002	974.395
9428	491	277	711	429	534	495
9429	0	0	0	0	0	0
9430	232	137.149	340	279.001	428	319.001
9431	502	454	718	497	826	727
9432	12	8	16	16	20	26
9433	327	238	394.001	350	564	593
9434	660	677.998	894	752	1011.999	1203.001
9435	43	51.001	56	64	121	93
9436	4092.001	5461	6500	5076	6780	6532
9437	11	8	15	9	13	10
9438	0	0	0	0	1	0
9439	419.951	453.692	595.381	451.38	704.194	623.174
9440	55.999	47	91	51.001	88	82.001
9441	159	133	181	115	223	185
9442	3	0	0	0	0	0
9443	6.13	3.567	10.026	4	11.009	5.012
9444	39	49	39	47	42.001	41
9445	1275	1043	1745	1263.999	2235	2029
9446	170	126	213	143	214	227
9447	4	5	8	5	6	6
9448	18	13	15	19	20	16
9449	12	7	12	12	21	11
9450	441	313.001	637.171	532.999	670.012	679
9451	276.93	248	300	239.089	368	356
9452	14	13	18	12	19	32
9453	1912	1346	2268	1605	2932	2434.504
9454	353.205	383.932	507.211	349	440.001	510.898
9455	0	0	1	0	0	0
9456	11562	10379	15627	10394.999	16115	15711
9457	0	0	1	0	0	1
9458	5025	3395	5587.001	4189	7671	7341
9459	248.446	245.444	309.285	293.167	417.692	463.182
9460	23	17	27	16	27	21
9461	666	845.999	819.001	762.001	707	1090.999
9462	194.001	97.999	238	272.001	323	384.001
9463	81	69	88	66	111	97
9464	185	97	223	171	330	278
9465	201	151	224	204	339	301
9466	3	0	1	0	0	0
9467	13	30	54	28	60	39
9468	421	207	467.518	286	481	306
9469	317	387	602	380	568	454
9470	2472.656	2869.625	4196.851	3508.001	4986	4677.998
9471	123	142	181	113.999	197.001	172
9472	528	323	574	452	691	762
9473	347.001	305.001	344	473	148	1265
9474	905	633	837	875.999	1042	2086
9475	0	0	0	0	0	0
9476	10	6	9	6	11	5
9477	0	0	0	0	0	1
9478	1122.001	1339	1482.999	1151.001	1656.001	1598
9479	503	397	512	403	803	752
9480	5	4	3	4	10	6
9481	332	259	314	384	558.001	581
9482	2000.316	596.086	2169.163	1444.884	2698.55	3085.513
9483	17	9	4	5	14	15
9484	1687	1237	1931	1644	2512	2649
9485	2	2	3	6	8	2
9486	623	426	771.999	636	1023	848
9487	60.999	60	66	62	90	78
9488	1137	1407.999	1501	1641.86	1839.018	2015.999
9489	360.053	244.226	395.664	368.114	646.672	729.012
9490	223.999	126	188	254	139.001	591
9491	186.97	134.771	284.022	112.592	147.587	143.19
9492	192	158.999	245	219.999	312.999	383
9493	54.999	38.001	52.999	55.001	106	84
9494	0	0	0	1	1	0
9495	1141	1083	1618	1172.009	1723.09	2004.968
9496	576	432	626	634	820	845
9497	841	809	1152.999	814	1247	1429
9498	301	456.001	548.001	518	457.885	529.518
9499	215	272	296	221.999	215	354
9500	830	607.001	1009	992	1551.001	1397.999
9501	306	444	485	500	454	616
9502	2086.19	761.825	2225.698	3006.066	3013.605	4276.957
9503	86.429	51.812	96.513	60.831	128.851	105.944
9504	38	25	52	54	57	70
9505	717.999	387.001	862.13	653	968.999	1183.999
9506	612.091	883.728	924.561	911.679	857.93	1094.049
9507	8.001	12	24	12.002	20	20
9508	809	708	954	809	1182	1351
9509	76	54	114	82.999	134	167
9510	0	1	1	1	0	5
9511	5037.998	3188	8210	4095.998	8604	5235
9512	25	44	32	60	131	53
9513	149	118	174	103	157	207
9514	59	56	49	102	46	197
9515	241	186	358	208	419	329.97
9516	0	0	0	0	0	1
9517	1899.999	866	2385.001	1353.958	2460.989	2343.999
9518	46	35	30	38	50	56
9519	1127.727	708.393	1132.035	943.986	1693.635	1677.278
9520	1567.667	1293.442	1449.399	1079.68	815.8	1457.217
9521	1421.999	1163.998	1762.002	1199.999	1850.001	1973.999
9522	1360	1002	1661	1256	1940	1981.999
9523	752.999	627.999	997.999	690	1510	975.001
9524	1328	521	1034	1043	1707	1970
9525	360.251	621.368	617.137	486.587	545.345	642.087
9526	760.342	727.356	1066.058	845.618	1203.946	1096.57
9527	552	343	749	383	697	502
9528	7	15	28	33	20	19
9529	2630	1632.001	2966	2260.006	4024.001	3555.999
9530	1077	873	1418	853	1446	1100
9531	414	521	579	497	646	645
9532	22.001	8	22	22	35	18
9533	210.838	246.834	280	194	225	233.509
9534	354	192	167	158	299	269
9535	206	251	192	368	120	575
9536	2202	1557	2650	2143	3069	3939
9537	140	134	209	126	165	186
9538	292	131	251	456	521.001	402
9539	1888	995	1973	1449	2760.997	2465
9540	1218	643	1142	1035	1818	1401
9541	13	7.665	27.921	18	34.041	31
9542	641	434	684	480	919	926
9543	0	0	1	0	1	0
9544	134	146	122	213	208	311
9545	2054.002	1151	1758.045	1581	3256.123	3046.224
9546	173	169	165.999	254	297	279
9547	943.851	351.976	860.176	850.835	1273.691	1586.897
9548	248	310	388	299	402	380
9549	27	38.736	28.115	23.063	50.112	38
9550	977.999	756	1239	982.999	1644.001	1335.001
9551	51.237	35.027	34.044	72.115	76.676	75.057
9552	369	379	340	327	693	526
9553	1010	721.912	1107.713	939	1496	1498.73
9554	28	35	56	20	59	55
9555	5	4	10	6	2	12
9556	2000.23	2023	2763.001	1987	2531	3451
9557	653.606	293.596	617.169	487.203	1089.179	857.274
9558	1137.001	1405	1969.597	1486.002	1892	1832.001
9559	698	1097.999	1263	973	1058.999	1087
9560	834	1113.016	1198.953	1396.001	1959	1860.446
9561	1289	2236	2715	2447	3033	2945
9562	1405	965.001	1421	1233	1921	2192
9563	3	0	4	1	2	0
9564	55.001	64	90	52	119	73
9565	2	0	1	0	0	2
9566	1023	962	926.956	1177.999	910.017	2789
9567	1392.004	661.708	1296.095	1117.437	1942.283	2318.224
9568	49	63	106	63	102	104
9569	2035	2031	2271	1732	3202	2844
9570	0	0	0	0	0	0
9571	6	11.001	17	6	3	4
9572	1289.92	933	2403.909	1121.048	2198.028	1812.464
9573	104	72	161	87.001	110.024	93
9574	59	25	75.974	48	93	70.125
9575	399.001	488	642	424	639.293	576
9576	1	0	0	0	0	0
9577	1238.999	1964.001	2255	1404	1955	1649.001
9578	1101	1323	1640.999	1048	1615.001	1592
9579	460.782	427.861	659.924	313.94	666.187	548.479
9580	33	23	29	45	50	58
9581	445.925	208	586	331	684.999	524.994
9582	762.118	966	1029	1216	758	1713
9583	512.999	286.001	257	545	67	1583
9584	90	60	98	78.112	100.805	126.764
9585	1510.049	1603	2457.149	1612.053	2999	2268
9586	937.489	1085.593	1411.462	1138.854	1463.316	1573.369
9587	1004	501	694	997	370	3449
9588	11.669	8.436	9.957	22.318	26.972	15.265
9589	204	234.999	285	213	280	316
9590	1393	833.001	1798.012	1152.001	1979	1617
9591	301	343	336	361	229	457
9592	372	371	621	677	819	510
9593	3	3	2	3	8	5
9594	403	421	600.001	491	672	628
9595	102	106	113	146	137	255
9596	31	14	28	46	59	47
9597	195.899	153.116	821.846	312.758	310.522	273.488
9598	10.013	7.006	10.022	10	7.01	21
9599	590.747	315.301	729.804	544.883	957.229	897.192
9600	12	5	19	22	33	33
9601	0	1	0	1	0	1
9602	761	784	927	740	1249	1039
9603	45.031	58.124	39.667	40.017	59.045	182.097
9604	569.001	634	786	708	757	854
9605	430.941	298.9	422	291.615	563.366	516.055
9606	1	0	0	1	2	0
9607	3057.315	3541.453	4507.709	3603.493	3497.413	6000.472
9608	2927	2977	2742	2444	3962	4415
9609	2	3	2	3	2	1
9610	376.736	248.431	396.805	452.087	463.507	733.265
9611	6	0.802	3	6	10	22
9612	5	4	6	3	7	4
9613	297	237	470	352	448	411
9614	265	426	454	424	477	483
9615	286	187.999	403	308.999	509	527.999
9616	140	96	196.016	151	254.067	152
9617	1218.635	951.894	1251.278	927.093	1029.062	2051.552
9618	718	490.001	790	660.001	1125	1112
9619	2.118	2.175	1.402	3.414	3.868	2.077
9620	3	0	1	0	0	2
9621	0	0	0	3.058	6.102	1.004
9622	24	33	32	44	60	40.996
9623	952.077	802.999	1164.977	996	1514	1336.001
9624	371.999	440	525.999	425	470.999	657.014
9625	17	16	28.002	8	29.005	30
9626	0	0	0	0	0	0
9627	0	1	0	0	2	0
9628	132	69	193	131	191.001	207.999
9629	1104.54	646.098	1125.854	943.977	1478.403	1876.08
9630	1470.999	757.983	1673.931	1051.999	1811.511	2127.965
9631	2039.993	3578.676	3784.922	2997.134	2838.611	3625.965
9632	1	4	1	4	5	0
9633	685	446	490	538.999	749	964.999
9634	2197	1919.999	2372	2136	3041	3215
9635	429	285	515	435	598	792
9636	4	7	5	5	13	4
9637	0	0	0	0	0	0
9638	67.07	29.202	25.567	34.007	21	191.064
9639	73	76	119	87	142	136
9640	776.998	338.032	846.124	537.499	1118.004	895.001
9641	621.021	473.039	682.066	735.116	1196.011	1030.718
9642	1712	2046.999	2887	1705	2922.999	1894
9643	150	130.999	200	194	250	303
9644	1640.999	1379	2278.91	1426	2567.014	2077.012
9645	4	2	0	2	4	3
9646	1667.001	1157.001	1717.999	1324.999	2122	2653.002
9647	1672	829	2489	1532	3046	2339
9648	887.098	427	925	693.512	979.719	1361.999
9649	389.001	178.999	447.999	434.001	427.999	652
9650	562.001	467.001	884	417.001	887.999	814.001
9651	241.001	266.001	359.971	305	447.001	334.732
9652	969.043	1046.065	1700.038	1051.063	1369.085	1264.039
9653	561	375	723	512	917	806
9654	1	0	0	0	0	0
9655	5	9	4	4	2	8
9656	715.056	397.071	711	581	1081	982
9657	49	65	71	59	54	92
9658	1012	998	1579	1056	1637	1350
9659	7	9.366	30.848	7.138	29.915	8.392
9660	18	16	10	20	21	20
9661	876.752	502.883	1134.775	704.762	1221.962	1361.419
9662	0	0	0	2	3	3
9663	77.05	78.911	95.851	56.564	109.48	93.11
9664	130	97	155	112	161	154
9665	104.999	74	162.001	91	131	190
9666	1443.999	927	1871.001	1406	2115	2221
9667	0	0	0	0	0	0
9668	778.372	443.03	801.621	778.001	1074.467	1377.086
9669	90	50	96	59	122.999	83
9670	1325.95	951.001	1512.963	1285.689	1695.102	1926
9671	1757.16	1957.88	2541.675	1959.311	2810.896	2782.73
9672	985.213	1045.65	1259.493	1109.655	1561.222	1480.653
9673	218	364	303	313.001	499.001	394
9674	0	0	0	0	0	0
9675	1427.649	1630.175	2029.981	1721.229	2285.806	2290.183
9676	0	1	0	0	0	0
9677	5175	2527.999	7503	3509	7759.001	4552.999
9678	32	27	55	32	43	50.999
9679	10	21	33	20	31	22
9680	218	52	55	186	37	711
9681	0	0	0	0	0	0
9682	5	2	2	7	11	5
9683	0	0	0	0	0	0
9684	10	11	12.001	14	7	22.999
9685	18980.002	6895	21353	10557	21304.001	17762.001
9686	7420.496	3233.497	9103.685	5766.012	9053.679	9649.853
9687	591.001	675	696	703	759	1317
9688	101	66.541	89.016	151	134.232	329.036
9689	584.484	287.676	740.743	482.822	851.621	771.303
9690	1147	872	1452	1075	1767	1560.999
9691	229.907	394.638	448.068	366.21	449.792	418.196
9692	34	10	22	30	32	38
9693	127.178	75.496	206.93	134.604	200.568	152.415
9694	0	0	0	0	0	0
9695	1606	2151	2512	1586	2047	1738
9696	0	0	0	0	0	0
9697	1092.001	1385.915	1699.999	1275	1639	1842.998
9698	395.999	383	566.999	359	618	521
9699	386	146.001	298	225	472	440
9700	0	0	0	0	2	1
9701	976.001	782	1185	922	1409.999	1306.001
9702	48.999	57	97	61.001	96.001	96.999
9703	1151	1012.999	1585.999	1008	1894	1822.999
9704	418.001	270	367	290	568	481
9705	879	1104	1495	917	1734	1294
9706	7	7	13	7	4	8
9707	13.001	17.001	59	29.999	30.001	28
9708	29	33	36	58	54	49
9709	0	2	3	3	0	11.377
9710	54.97	40	77.989	22	27.865	42.909
9711	5	7	2	10	3	8
9712	2537	1958.539	3294.058	2154.999	3383.673	3685.001
9713	12	0	13	8	6	4
9714	3	3	5	2	1	2
9715	246.84	271.12	325.325	213.689	324.104	318.269
9716	1118	1245	1996.851	1191	1767	1595
9717	9	11	7	13	9	6
9718	511.001	411	692.999	524	749	619
9719	64	32	88	59	60	77.999
9720	0	1	0	0	0	1
9721	9	4	6	10	15.001	17.002
9722	21	7	11	17	16	12.999
9723	771.137	489.067	950.116	568.999	884.019	1098.077
9724	2447	1577	3351	3447.001	4558	5423.998
9725	2	1	1	2	2	5
9726	47	45	34	72.999	25	149
9727	3	4.001	2	11.004	9.001	10.001
